uid,query,,,,
976886547251201 ,223.186.47.200,,,,
977011783794689 ,106.213.182.199 ,,,,
977034848239618 ,157.32.74.139, ,,,
977041693868034 ,112.79.167.98, ,,,
977092200366082 ,139.167.100.173 ,,,,
977163415748609 ,27.97.65.98,, ,,
977235525894145 ,42.108.232.162,,,,
977424668884994 ,157.39.51.20,,,,
977486103871490 ,106.67.13.63,,,,
977505739440129 ,106.193.200.223 ,,,,
977529846988802 ,223.233.42.219,,,,
977546690789377 ,157.48.232.139,,,,
977602718466049 ,27.56.192.179, ,,,
977659412905985 ,157.48.57.168, ,,,
977739085643777 ,49.35.40.210,,,,
977874427969538 ,106.78.69.129, ,,,
977899801870339 ,106.206.33.90, ,,,
977903344975874 ,223.228.35.77, ,,,
977922156396546 ,47.29.203.41,,,,
977944755437571 ,157.39.131.74, ,,,
977999968894979 ,106.207.250.120 ,,,,
978003267616770 ,106.213.133.174 ,,,,
978037832450050 ,157.51.131.113,,,,
978144063750147 ,157.37.235.185,,,,
978178029977602 ,157.39.251.173,,,,
978243162275843 ,27.61.226.153, ,,,
978246530367490 ,157.39.59.117, ,,,
978283186061315 ,106.77.5.253,,,,
978339565764610 ,36.37.237.230, ,,,
978376533835779 ,188.71.205.248,,,,
978461011378179 ,27.56.192.104, ,,,
978539948867587 ,106.202.97.102,,,,
978836535377922 ,106.76.79.186, ,,,
978867948453891 ,157.51.219.162,,,,
979004775596034 ,1.187.5.179,, ,,
979082199990275 ,188.71.250.168,,,,
979098720141314 ,157.32.27.154, ,,,
979187482361858 ,157.34.1.35,, ,,
979190387998722 ,106.210.234.122 ,,,,
979194812858370 ,49.32.80.151,,,,
979314634063874 ,106.76.150.160,,,,
979331709960194 ,122.173.206.88,,,,
979410980569090 ,49.34.86.25,, ,,
979425655848962 ,157.37.86.121, ,,,
979458829582338 ,106.79.152.2,,,,
979515067367426 ,27.59.213.36,,,,
979534985625602 ,188.71.226.73, ,,,
979625756884994 ,42.110.146.111,,,,
979845805899778 ,47.30.126.93,,,,
979893050474499 ,171.76.161.37, ,,,
979896547508227 ,223.189.3.183, ,,,
979914314383363 ,49.14.107.209, ,,,
979960371937282 ,42.111.1.82,, ,,
980026008469506 ,42.106.10.147, ,,,
980121251414019 ,188.70.50.132, ,,,
980238816673794 ,157.32.98.126, ,,,
980265863708675 ,1.187.242.85,,,,
980434746998787 ,223.179.199.152 ,,,,
980452396400642 ,169.149.215.199 ,,,,
980486586466307 ,157.42.39.241, ,,,
980490761863170 ,49.35.227.134, ,,,
980542141562882 ,223.228.20.248,,,,
980613700485122 ,106.76.150.239,,,,
980618730766338 ,47.29.147.192, ,,,
980786837454851 ,157.39.197.121,,,,
980838981664771 ,157.33.137.223,,,,
980872026685443 ,49.15.191.183, ,,,
980963579035651 ,49.14.92.125,,,,
980970802708483 ,47.8.213.242,,,,
981010490621955 ,223.237.48.189,,,,
981086235590659 ,47.30.78.134,,,,
981191963443203 ,110.54.151.91, ,,,
981205241954307 ,183.82.176.211,,,,
981256237547523 ,223.237.25.21, ,,,
981257621798915 ,157.39.149.163,,,,
981261773963267 ,157.34.43.206, ,,,
981300066713603 ,49.33.82.10,, ,,
981352344158211 ,47.29.98.219,,,,
981414901776387 ,47.9.65.52,,,,
981447021166595 ,157.39.249.170,,,,
981545610117123 ,157.41.219.79, ,,,
981734406324226 ,106.77.36.7,, ,,
981751356850178 ,47.29.29.120,,,,
981830075056131 ,106.193.247.77,,,,
981847637426179 ,157.32.34.89,,,,
981868979453955 ,157.49.93.226, ,,,
981902560067586 ,49.34.68.23,, ,,
981985455144962 ,49.34.178.115, ,,,
982027795267586 ,27.97.23.230,,,,
982038394699778 ,223.188.79.214,,,,
982042475069442 ,42.108.232.131,,,,
982085212274690 ,157.36.141.52, ,,,
982185528459265 ,27.97.226.211, ,,,
982360872353795 ,157.34.6.92,, ,,
982466900557825 ,103.217.245.223 ,,,,
982495247826945 ,42.106.3.114,,,,
982504075526147 ,157.32.13.23,,,,
982530847342593 ,219.91.239.82, ,,,
982562069610497 ,49.35.56.205,,,,
982644740063233 ,106.77.208.3,,,,
982733756104707 ,116.72.23.108, ,,,
982868240990210 ,157.37.136.23, ,,,
982909391536131 ,157.38.202.108,,,,
982968663244802 ,27.61.231.43,,,,
983011584704515 ,157.42.30.201, ,,,
983134006542339 ,1.187.90.210,,,,
983138479898627 ,47.247.37.90,,,,
983149126057987 ,94.76.46.146,,,,
983171066167297 ,103.255.4.95,,,,
983187400851457 ,157.37.231.234,,,,
983200241582082 ,42.106.43.65,,,,
983216131866626 ,157.44.192.234,,,,
983289993330689 ,106.76.86.200, ,,,
983302945210371 ,223.176.70.107,,,,
983344192946178 ,47.247.204.212,,,,
983415018356738 ,157.42.123.240,,,,
983417580814339 ,27.61.228.191, ,,,
983428985913347 ,103.84.186.12, ,,,
983484535734275 ,42.108.63.31,,,,
983528162197507 ,116.58.203.159,,,,
983591781269506 ,106.210.195.218 ,,,,
983610656653315 ,137.97.80.199, ,,,
983618209087490 ,47.11.169.219, ,,,
983820636061699 ,106.192.223.85,,,,
983836726657027 ,49.34.118.178, ,,,
983980189089795 ,27.60.206.153, ,,,
984006839402499 ,157.32.7.118,,,,
984046583775235 ,157.32.74.238, ,,,
984068140990467 ,157.44.242.161,,,,
984089768689667 ,27.57.207.83,,,,
984161533132802 ,106.202.183.160 ,,,,
984213864185858 ,47.8.202.123,,,,
984309096513539 ,223.237.1.69,,,,
984447369641986 ,157.51.123.194,,,,
984547590111234 ,42.106.44.156, ,,,
984569378766851 ,47.29.102.149, ,,,
984604921298946 ,47.15.48.210,,,,
984611782688770 ,49.14.51.0,,,,
984621762215939 ,182.64.37.228, ,,,
984707299246083 ,47.29.77.122,,,,
984729337626626 ,49.35.0.19,,,,
984890020134914 ,106.66.56.101, ,,,
984948790263810 ,42.108.38.237, ,,,
984966943866883 ,157.38.203.207,,,,
984974991491075 ,49.34.95.168,,,,
985105160568835 ,37.39.49.89,, ,,
985112586485762 ,47.31.188.204, ,,,
985276688465922 ,47.8.169.191,,,,
985411293446147 ,157.39.160.99, ,,,
985434065567746 ,157.37.212.102,,,,
985471503400963 ,160.238.75.180,,,,
985542839566339 ,47.29.254.177, ,,,
985584442802179 ,47.30.10.42,, ,,
985615613165570 ,223.225.83.149,,,,
985640843476994 ,66.181.161.8,,,,
985641363406850 ,157.37.182.165,,,,
985668392615939 ,106.193.150.166 ,,,,
985680749395969 ,157.32.55.68,,,,
985682462146563 ,223.228.64.155,,,,
985684285194243 ,157.50.102.97, ,,,
985723762966530 ,205.253.128.245 ,,,,
985796885086211 ,157.32.85.41,,,,
985824257540098 ,42.106.45.14,,,,
985865887055874 ,42.106.206.244,,,,
985910536372227 ,49.34.96.47,, ,,
985958566920194 ,106.209.169.169 ,,,,
985972144734210 ,157.33.214.32, ,,,
986040328716289 ,47.247.197.157,,,,
986044931080193 ,157.37.229.136,,,,
986048188022785 ,42.106.26.21,,,,
986124583927809 ,27.97.34.118,,,,
986155652349954 ,47.11.199.166, ,,,
986165471674369 ,112.110.92.175,,,,
986193593565185 ,89.148.42.3,, ,,
986275126411267 ,157.39.210.132,,,,
986280806154241 ,49.14.100.2,, ,,
986341993152513 ,49.34.73.187,,,,
986342496075779 ,49.34.165.223, ,,,
986374039404547 ,157.50.110.24, ,,,
986387594379265 ,157.37.158.58, ,,,
986395750891521 ,47.9.185.211,,,,
986455049764865 ,47.30.46.145,,,,
986511477964803 ,49.201.39.72,,,,
986565104369665 ,169.149.232.251 ,,,,
986577944969219 ,27.97.47.54,, ,,
986597791498241 ,42.110.151.216,,,,
986662970884099 ,47.247.23.193, ,,,
986700261490689 ,139.167.232.101 ,,,,
986706670288897 ,47.31.180.230, ,,,
986734011449345 ,42.111.14.249, ,,,
986784222642177 ,106.204.48.115,,,,
986813409263617 ,223.179.228.159 ,,,,
986817940389891 ,49.35.84.177,,,,
986851241328641 ,157.40.245.62, ,,,
986953994633219 ,47.29.113.213, ,,,
987012190109699 ,139.167.201.78,,,,
987030570172419 ,157.36.186.230,,,,
987042207105026 ,106.202.97.166,,,,
987114890428419 ,157.37.246.51, ,,,
987222247800834 ,37.231.168.223,,,,
987255346135042 ,139.167.215.177 ,,,,
987325516513282 ,157.32.74.67,,,,
987347130908674 ,42.106.47.212, ,,,
987386072760323 ,47.247.38.36,,,,
987405590724611 ,106.66.172.236,,,,
987410255052802 ,106.66.45.37,,,,
987449082478594 ,49.35.55.146,,,,
987469751943171 ,223.237.240.169 ,,,,
987510484369409 ,116.58.204.133,,,,
987526055591938 ,42.108.230.74, ,,,
987612083552257 ,162.12.244.112,,,,
987650104131586 ,27.97.32.254,,,,
987696855089153 ,49.35.210.249, ,,,
987701931114497 ,47.11.225.166, ,,,
987745738850305 ,106.192.110.238 ,,,,
987751887470593 ,137.97.25.149, ,,,
987813148131330 ,27.57.199.235, ,,,
987908595023874 ,110.235.136.175 ,,,,
987923431489538 ,106.223.97.187,,,,
987927336419330 ,106.79.233.161,,,,
988060863823874 ,223.231.73.88, ,,,
988136542568449 ,106.210.138.104 ,,,,
988136904622081 ,47.29.205.234, ,,,
988151588126721 ,139.167.222.186 ,,,,
988174557511683 ,157.119.80.112,,,,
988191780208641 ,49.34.173.27,,,,
988193986740225 ,47.11.135.131, ,,,
988197492785153 ,223.189.11.220,,,,
988220447424513 ,49.35.249.175, ,,,
988239598452737 ,106.219.203.246 ,,,,
988272736600065 ,42.106.23.167, ,,,
988342324592643 ,157.44.203.199,,,,
988362215718913 ,106.213.191.58,,,,
988379900215299 ,223.237.20.107,,,,
988468279377923 ,157.49.135.174,,,,
988491955994627 ,42.108.12.185, ,,,
988554848567299 ,42.106.43.70,,,,
988645490262019 ,157.32.15.130, ,,,
988689873600513 ,88.201.58.80,,,,
988763356594177 ,47.247.230.120,,,,
988967129776129 ,88.201.58.80,,,,
988984005623809 ,49.34.103.55,,,,
989087729123329 ,157.44.202.223,,,,
989138285690882 ,157.44.238.196,,,,
989149402628099 ,157.37.246.50, ,,,
989210367066114 ,47.8.101.251,,,,
989273587187714 ,103.251.51.102,,,,
989329494966274 ,103.17.103.134,,,,
989582455734275 ,47.11.173.47,,,,
989600472563714 ,157.32.78.24,,,,
989947525758979 ,49.35.66.43,, ,,
990002679185410 ,47.9.115.197,,,,
990003552649217 ,157.34.11.156, ,,,
990046738808835 ,157.37.87.182, ,,,
990067348111363 ,49.35.241.172, ,,,
990080052494339 ,47.247.104.208,,,,
990111726698499 ,122.163.228.120 ,,,,
990133419016193 ,157.32.98.32,,,,
990179616882691 ,27.97.136.193, ,,,
990183658881025 ,137.97.97.209, ,,,
990245407129603 ,157.39.221.28, ,,,
990288272359426 ,223.184.194.197 ,,,,
990288885874689 ,139.167.221.39,,,,
990316056838147 ,110.224.45.146,,,,
990341658017794 ,137.97.88.128, ,,,
990421380268035 ,157.37.65.220, ,,,
990426808254466 ,117.218.172.111 ,,,,
990472011677698 ,106.210.170.177 ,,,,
990498869018627 ,106.198.112.207 ,,,,
990615537123330 ,157.39.45.70,,,,
990650514997251 ,27.57.232.154, ,,,
990652140388355 ,171.76.211.104,,,,
990678991568899 ,106.213.197.233 ,,,,
990725525929986 ,157.32.56.141, ,,,
990737967742979 ,49.34.66.129,,,,
990816387989507 ,157.36.141.23, ,,,
990835093372930 ,116.74.95.141, ,,,
990853387845635 ,42.106.9.176,,,,
990927642427394 ,106.79.160.38, ,,,
991001207898114 ,49.34.189.213, ,,,
991010559098883 ,47.9.115.141,,,,
991130695991298 ,106.223.59.57, ,,,
991202047361027 ,106.204.89.154,,,,
991230336270339 ,27.97.3.176,, ,,
991232942440451 ,47.247.57.180, ,,,
991278454210563 ,49.34.177.228, ,,,
991335815839747 ,43.227.135.230,,,,
991346020089858 ,106.219.199.106 ,,,,
991399122206722 ,157.37.167.149,,,,
991454677139459 ,157.32.107.34, ,,,
991497163145219 ,47.29.7.209,, ,,
991623351795714 ,49.35.107.182, ,,,
991674233061378 ,139.167.31.175,,,,
991716673847298 ,42.106.40.45,,,,
991733801254915 ,188.71.210.165,,,,
991749057544195 ,109.161.162.184 ,,,,
991782056132611 ,157.39.176.63, ,,,
991808542539778 ,117.218.172.111 ,,,,
991816287092738 ,106.76.92.175, ,,,
991819392057346 ,157.39.152.138,,,,
991876194074626 ,188.236.219.232 ,,,,
991971569827842 ,49.34.129.32,,,,
992129140850690 ,49.34.43.115,,,,
992176758161410 ,157.34.34.24,,,,
992189533978626 ,205.253.128.207 ,,,,
992202563682307 ,122.162.50.99, ,,,
992239207284738 ,42.111.159.144,,,,
992309893103618 ,188.236.236.129 ,,,,
992345440059394 ,223.187.228.123 ,,,,
992490974183427 ,106.213.179.14,,,,
992578297397250 ,188.236.184.65,,,,
992693623259138 ,106.207.185.232 ,,,,
992739868704771 ,42.106.204.128,,,,
992766224171010 ,223.237.249.54,,,,
992795534950403 ,42.108.229.212,,,,
992824119820291 ,106.213.220.145 ,,,,
992859482882050 ,112.79.147.141,,,,
992878213038082 ,47.29.201.0,, ,,
992920563187714 ,42.106.43.224, ,,,
992995247489025 ,106.213.243.85,,,,
993009932533761 ,106.208.212.182 ,,,,
993152689569793 ,106.79.199.10, ,,,
993196352831489 ,106.76.209.151,,,,
993204933885954 ,47.247.104.209,,,,
993305117294594 ,27.61.172.176, ,,,
993322783997953 ,47.15.224.98,,,,
993356618006530 ,49.34.190.82,,,,
993389319880706 ,157.39.139.140,,,,
993470145101826 ,106.79.178.9,,,,
993521843699714 ,157.32.92.72,,,,
993625586663425 ,42.110.133.49, ,,,
993682690605058 ,27.59.199.204, ,,,
993818709426178 ,49.35.56.254,,,,
993844389806081 ,1.187.95.133,,,,
993992526954498 ,157.37.251.192,,,,
994032650551298 ,47.11.123.238, ,,,
994119440695298 ,157.32.66.231, ,,,
994122813898754 ,47.8.237.100,,,,
994192838557698 ,106.77.59.129, ,,,
994216546926593 ,157.39.224.192,,,,
994243278864385 ,42.106.24.204, ,,,
994243456040962 ,106.76.195.59, ,,,
994251637063681 ,188.71.244.34, ,,,
994556192292865 ,157.34.98.255, ,,,
994562740748289 ,106.222.97.122,,,,
994574356152321 ,157.49.34.181, ,,,
994587790442497 ,157.44.132.33, ,,,
994605330694145 ,157.34.9.197,,,,
994786596913153 ,188.71.199.255,,,,
994815975325697 ,157.42.62.67,,,,
994897041620993 ,27.57.245.115, ,,,
994994328993793 ,49.35.108.221, ,,,
995189568143362 ,157.49.206.126,,,,
995200645791746 ,157.32.21.95,,,,
995343167094786 ,157.37.134.155,,,,
995358916706306 ,47.29.107.105, ,,,
995370107207682 ,106.77.177.223,,,,
995569728782338 ,47.11.184.70,,,,
995690886856706 ,37.39.168.47,,,,
995741415047170 ,47.247.74.95,,,,
995745802682370 ,106.192.26.114,,,,
995818316660737 ,157.33.131.173,,,,
995885710999554 ,27.97.220.189, ,,,
996029773873153 ,106.76.81.186, ,,,
996095879151617 ,47.247.213.129,,,,
996249599770626 ,49.34.133.74,,,,
996273568841729 ,47.11.151.204, ,,,
996340547780610 ,157.41.223.19, ,,,
996467184467970 ,157.42.121.206,,,,
996511757041665 ,103.200.102.26,,,,
996515230646273 ,42.110.145.137,,,,
996539749498881 ,157.49.111.21, ,,,
996577093517314 ,157.41.146.187,,,,
996599905157122 ,47.11.44.150,,,,
996617947348993 ,157.33.213.18, ,,,
996655463432194 ,42.106.237.8,,,,
996706149662722 ,43.245.11.67,,,,
996793885753347 ,157.48.108.218,,,,
996820603961345 ,103.212.156.179 ,,,,
996850254938115 ,47.29.107.26,,,,
996850280366081 ,49.34.189.106, ,,,
996870994198529 ,157.37.66.8,, ,,
996879649898499 ,42.108.224.30, ,,,
996932314562563 ,47.247.194.122,,,,
996952059740163 ,49.14.167.205, ,,,
996954727022595 ,47.9.172.16,, ,,
996971684790273 ,157.36.216.60, ,,,
996982223699970 ,47.11.159.241, ,,,
997203247202306 ,94.76.18.17,, ,,
997353543303169 ,157.33.207.26, ,,,
997379063382018 ,49.33.92.254,,,,
997419110629377 ,157.33.208.160,,,,
997423628779522 ,47.8.31.113,, ,,
997504510394369 ,42.106.41.191, ,,,
997594414186497 ,49.34.123.26,,,,
997604794400769 ,223.188.155.231 ,,,,
997607556677634 ,157.34.37.97,,,,
997642198056963 ,223.191.15.55, ,,,
997651069173762 ,139.167.42.238,,,,
997667930505217 ,47.8.172.132,,,,
997681951866883 ,157.32.22.234, ,,,
997699094904833 ,113.210.173.242 ,,,,
997741237698562 ,112.110.15.161,,,,
997768447033346 ,139.167.246.209 ,,,,
997862442237954 ,42.106.12.170, ,,,
997921919533057 ,47.8.199.124,,,,
997936917970946 ,42.108.49.155, ,,,
998000036315137 ,49.35.7.213,, ,,
998086619660290 ,157.37.16.224, ,,,
998091921457153 ,106.79.200.103,,,,
998221143670786 ,42.108.31.89,,,,
998236157313025 ,223.185.179.201 ,,,,
998364778037249 ,106.76.86.201, ,,,
998453745942530 ,106.210.68.230,,,,
998464224198657 ,49.34.77.3,,,,
998492143747074 ,157.37.94.17,,,,
998956276875266 ,49.15.186.91,,,,
998969462915074 ,157.49.206.104,,,,
999050411606018 ,37.111.1.14,, ,,
999059747340290 ,47.8.72.117,, ,,
999230659756034 ,106.76.91.165, ,,,
999236496719874 ,27.56.203.168, ,,,
999572420329474 ,47.15.244.45,,,,
999896740265986 ,47.31.108.27,,,,
,,2.46E+11,157.49.89.104, ,
,,2.55E+11,42.107.0.172,,
,,2.81E+11,157.40.165.135,,
,,3.42E+11,49.35.205.152, ,
,,3.45E+11,157.48.108.66, ,
,,3.52E+11,27.62.136.54,,
,,3.54E+11,223.191.62.219,,
,,3.66E+11,27.57.230.158, ,
,,3.68E+11,223.231.82.88, ,
,,4.48E+11,157.33.234.57, ,
,,4.87E+11,157.49.78.201, ,
,,5.08E+11,223.231.1.6,, 
,,6.16E+11,42.106.231.84, ,
,,6.56E+11,139.167.164.65,,
,,7.21E+11,27.56.245.43,,
,,7.74E+11,42.108.241.54, ,
,,8.14E+11,27.63.37.159,,
,,8.18E+11,106.210.16.50, ,
,,8.26E+11,42.106.12.138, ,
,,9.39E+11,157.32.71.101, ,
,,9.65E+11,223.187.156.242 ,,
,,9.74E+11,103.77.124.78, ,
,,9.88E+11,47.247.239.114,,
,1.08E+12,49.34.96.251,,,
,1.08E+12,47.8.223.208,,,
,1.11E+12,157.39.151.167,,,
,1.12E+12,39.53.100.206, ,,
,1.19E+12,42.106.45.159, ,,
,1.25E+12,223.181.21.202,,,
,1.27E+12,157.33.239.131,,,
,1.29E+12,157.34.23.210, ,,
,1.44E+12,157.44.72.174, ,,
,1.47E+12,47.247.35.86,,,
,1.49E+12,106.77.58.117, ,,
,1.56E+12,171.76.249.126,,,
,1.58E+12,47.29.111.178, ,,
,1.60E+12,49.34.133.130, ,,
,1.61E+12,106.76.50.44,,,
,1.64E+12,157.48.90.34,,,
,1.67E+12,42.106.11.142, ,,
,1.78E+12,42.108.14.210, ,,
,1.85E+12,42.106.214.67, ,,
,1.89E+12,47.31.146.119, ,,
,1.93E+12,47.29.188.63,,,
,1.99E+12,58.146.115.37, ,,
,2.08E+12,157.49.80.228, ,,
,2.13E+12,49.14.49.95,, ,
,2.17E+12,42.107.226.133,,,
,2.20E+12,139.167.61.238,,,
,2.20E+12,47.8.254.95,, ,
,2.22E+12,106.79.233.245,,,
,2.26E+12,42.106.46.123, ,,
,2.32E+12,157.35.234.254,,,
,2.41E+12,157.32.6.2,,,
,2.43E+12,106.77.97.196, ,,
,2.49E+12,106.76.71.78,,,
,2.69E+12,47.11.167.107, ,,
,2.70E+12,47.9.146.89,, ,
,2.78E+12,49.34.79.1,,,
,2.81E+12,47.8.166.140,,,
,2.88E+12,115.164.172.87,,,
,2.93E+12,49.35.90.205,,,
,2.96E+12,124.253.251.215 ,,,
,2.97E+12,47.11.249.44,,,
,2.97E+12,47.247.224.220,,,
,3.02E+12,47.9.152.181,,,
,3.10E+12,106.67.11.40,,,
,3.13E+12,27.63.137.139, ,,
,3.17E+12,106.193.209.91,,,
,3.19E+12,42.107.19.161, ,,
,3.23E+12,1.187.249.162, ,,
,3.38E+12,157.32.84.247, ,,
,3.39E+12,27.97.64.57,, ,
,3.64E+12,157.37.70.103, ,,
,3.66E+12,157.41.251.5,,,
,3.67E+12,47.8.181.234,,,
,3.75E+12,112.79.162.167,,,
,3.78E+12,112.79.137.7,,,
,3.79E+12,106.79.165.203,,,
,3.81E+12,171.51.162.34, ,,
,3.83E+12,157.50.231.4,,,
,3.86E+12,223.187.252.218 ,,,
,3.89E+12,49.34.177.107, ,,
,3.91E+12,49.35.54.150,,,
,3.98E+12,171.76.190.90, ,,
,4.05E+12,47.247.244.20, ,,
,4.09E+12,47.29.212.233, ,,
,4.12E+12,171.76.128.165,,,
,4.23E+12,157.48.214.33, ,,
,4.29E+12,49.33.78.53,, ,
,4.30E+12,49.34.145.100, ,,
,4.58E+12,157.33.175.126,,,
,4.71E+12,47.247.240.57, ,,
,4.74E+12,157.49.226.127,,,
,4.86E+12,49.33.113.156, ,,
,4.87E+12,49.15.187.192, ,,
,4.90E+12,49.14.88.19,, ,
,4.92E+12,106.76.151.100,,,
,4.93E+12,106.209.182.80,,,
,4.94E+12,169.149.210.54,,,
,4.97E+12,27.59.238.74,,,
,4.99E+12,223.228.20.112,,,
,5.13E+12,188.71.251.253,,,
,5.16E+12,49.35.198.208, ,,
,5.40E+12,157.49.43.73,,,
,5.44E+12,47.15.194.21,,,
,5.48E+12,1.187.0.57,,,
,5.60E+12,47.247.39.61,,,
,5.63E+12,223.176.100.13,,,
,5.65E+12,47.247.117.23, ,,
,5.79E+12,196.102.253.8, ,,
,5.88E+12,223.179.205.158 ,,,
,6.07E+12,157.37.177.236,,,
,6.49E+12,47.29.250.170, ,,
,6.50E+12,106.207.225.209 ,,,
,6.63E+12,223.225.116.74,,,
,6.64E+12,106.66.55.182, ,,
,6.64E+12,49.33.71.248,,,
,6.71E+12,106.67.1.210,,,
,6.73E+12,223.181.25.203,,,
,6.76E+12,27.61.167.152, ,,
,6.81E+12,106.66.60.97,,,
,6.83E+12,49.35.34.152,,,
,6.90E+12,49.15.204.53,,,
,6.90E+12,47.29.1.177,, ,
,7.00E+12,157.49.13.87,,,
,7.03E+12,223.228.47.221,,,
,7.09E+12,1.187.252.86,,,
,7.11E+12,42.108.3.169,,,
,7.26E+12,49.34.110.110, ,,
,7.40E+12,169.149.215.176 ,,,
,7.41E+12,42.106.22.71,,,
,7.42E+12,157.51.244.8,,,
,7.57E+12,106.207.227.221 ,,,
,7.79E+12,49.32.71.189,,,
,7.87E+12,157.38.236.207,,,
,7.88E+12,157.32.62.85,,,
,7.92E+12,157.32.6.171,,,
,8.02E+12,157.49.117.231,,,
,8.03E+12,188.71.220.164,,,
,8.18E+12,157.37.181.112,,,
,8.31E+12,27.61.253.132, ,,
,8.32E+12,47.247.71.122, ,,
,8.32E+12,42.106.241.18, ,,
,8.43E+12,49.34.114.151, ,,
,8.45E+12,157.49.2.110,,,
,8.45E+12,47.247.118.163,,,
,8.52E+12,49.35.198.2,, ,
,8.52E+12,49.34.122.86,,,
,8.74E+12,111.221.1.210, ,,
,8.79E+12,106.66.55.119, ,,
,8.81E+12,49.34.118.226, ,,
,8.83E+12,37.131.50.237, ,,
,8.94E+12,157.32.26.135, ,,
,9.08E+12,47.29.190.126, ,,
,9.14E+12,223.179.201.132 ,,,
,9.24E+12,47.8.179.143,,,
,9.46E+12,106.76.223.129,,,
,9.49E+12,157.37.167.161,,,
,9.63E+12,157.32.118.79, ,,
,9.66E+12,42.106.3.50,, ,
,9.69E+12,223.178.177.7, ,,
,9.72E+12,106.192.44.137,,,
,9.81E+12,106.204.3.44,,,
,1.00E+13,94.129.74.179, ,,
,1.01E+13,106.206.93.91, ,,
,1.01E+13,49.35.54.134,,,
,1.03E+13,139.167.25.32, ,,
,1.04E+13,42.110.130.144,,,
,1.04E+13,157.32.61.141, ,,
,1.05E+13,47.8.137.208,,,
,1.05E+13,27.61.254.199, ,,
,1.06E+13,47.15.59.31,, ,
,1.06E+13,157.33.160.204,,,
,1.06E+13,223.185.183.115 ,,,
,1.06E+13,157.41.141.58, ,,
,1.08E+13,42.110.154.23, ,,
,1.09E+13,157.37.195.136,,,
,1.10E+13,112.79.151.72, ,,
,1.10E+13,42.108.217.98, ,,
,1.11E+13,120.61.193.39, ,,
,1.11E+13,157.48.125.155,,,
,1.11E+13,42.107.251.44, ,,
,1.11E+13,157.51.201.105,,,
,1.12E+13,49.14.69.138,,,
,1.12E+13,47.29.241.253, ,,
,1.12E+13,106.208.198.198 ,,,
,1.12E+13,157.39.185.35, ,,
,1.14E+13,157.33.129.129,,,
,1.15E+13,157.48.107.203,,,
,1.15E+13,49.32.126.231, ,,
,1.17E+13,106.207.207.3, ,,
,1.17E+13,49.34.66.47,, ,
,1.18E+13,223.184.32.7,,,
,1.18E+13,157.37.44.24,,,
,1.18E+13,193.188.105.1, ,,
,1.19E+13,47.29.115.222, ,,
,1.19E+13,47.29.2.127,, ,
,1.19E+13,157.48.120.221,,,
,1.19E+13,1.187.94.250,,,
,1.21E+13,157.32.83.223, ,,
,1.21E+13,202.134.9.159, ,,
,1.21E+13,49.34.76.159,,,
,1.22E+13,49.35.15.68,, ,
,1.22E+13,139.167.88.162,,,
,1.22E+13,106.193.211.175 ,,,
,1.23E+13,27.60.164.42,,,
,1.23E+13,106.216.187.87,,,
,1.23E+13,136.185.49.205,,,
,1.25E+13,49.35.14.67,, ,
,1.27E+13,223.231.100.221 ,,,
,1.28E+13,42.106.8.78,, ,
,1.28E+13,49.33.16.14,, ,
,1.29E+13,157.49.107.252,,,
,1.30E+13,47.8.32.81,,,
,1.31E+13,94.128.162.94, ,,
,1.31E+13,49.35.249.94,,,
,1.32E+13,157.37.213.235,,,
,1.32E+13,106.192.231.126 ,,,
,1.33E+13,47.30.8.188,, ,
,1.33E+13,49.32.168.187, ,,
,1.34E+13,47.31.84.55,, ,
,1.34E+13,157.33.143.146,,,
,1.35E+13,106.78.225.91, ,,
,1.36E+13,106.210.237.201 ,,,
,1.36E+13,157.32.69.238, ,,
,1.36E+13,47.247.10.87,,,
,1.37E+13,42.106.4.77,, ,
,1.38E+13,106.213.144.117 ,,,
,1.40E+13,27.56.223.69,,,
,1.42E+13,223.185.190.26,,,
,1.42E+13,157.37.32.75,,,
,1.42E+13,47.247.23.30,,,
,1.43E+13,37.39.44.121,,,
,1.43E+13,47.8.204.235,,,
,1.46E+13,49.33.66.104,,,
,1.46E+13,106.76.87.244, ,,
,1.47E+13,47.8.180.211,,,
,1.47E+13,47.31.185.235, ,,
,1.47E+13,42.111.138.211,,,
,1.48E+13,49.34.175.230, ,,
,1.49E+13,47.247.245.73, ,,
,1.50E+13,183.82.0.117,,,
,1.50E+13,49.35.2.203,, ,
,1.51E+13,157.49.100.176,,,
,1.51E+13,1.187.245.167, ,,
,1.51E+13,49.15.184.216, ,,
,1.52E+13,157.42.54.228, ,,
,1.53E+13,157.51.186.41, ,,
,1.54E+13,49.34.120.144, ,,
,1.54E+13,106.76.65.195, ,,
,1.54E+13,27.97.45.66,, ,
,1.56E+13,47.247.219.11, ,,
,1.57E+13,42.111.8.130,,,
,1.57E+13,157.39.208.87, ,,
,1.58E+13,157.34.17.252, ,,
,1.59E+13,47.15.38.94,, ,
,1.60E+13,49.35.38.199,,,
,1.61E+13,112.79.138.229,,,
,1.61E+13,171.79.231.233,,,
,1.61E+13,157.34.7.184,,,
,1.62E+13,47.11.32.3,,,
,1.63E+13,47.15.112.182, ,,
,1.63E+13,157.32.85.47,,,
,1.63E+13,47.31.158.3,, ,
,1.64E+13,223.237.212.101 ,,,
,1.64E+13,27.97.47.169,,,
,1.65E+13,157.42.24.220, ,,
