uid,query,,,,
935589505925121 ,106.76.92.122, ,,,
935598216151041 ,47.8.18.106,, ,,
935679824101377 ,139.167.96.181,,,,
935743423217665 ,103.241.226.78,,,,
935772831842305 ,47.30.94.223,,,,
935777568063489 ,157.39.23.139, ,,,
935899429044225 ,47.11.243.164, ,,,
936043025170433 ,106.66.35.222, ,,,
936150273949697 ,37.231.201.158,,,,
936294944571393 ,157.38.205.162,,,,
936370684788737 ,27.57.212.180, ,,,
936390859390977 ,157.32.107.34, ,,,
936394857578497 ,103.251.210.241 ,,,,
936518087999489 ,47.247.228.51, ,,,
936525577977857 ,49.35.8.49,,,,
936592531456001 ,223.179.230.113 ,,,,
936602202210305 ,106.76.76.43,,,,
936785878351873 ,157.32.116.254,,,,
936849785126913 ,27.56.214.122, ,,,
936951343153153 ,49.32.124.172, ,,,
936951697473537 ,157.40.144.120,,,,
936963608969217 ,27.59.206.194, ,,,
936981231566849 ,110.224.37.59, ,,,
936994293219329 ,157.40.188.67, ,,,
937010970886145 ,47.29.169.77,,,,
937189872566273 ,157.49.59.254, ,,,
937421623787521 ,47.15.171.146, ,,,
937648282075137 ,106.79.219.142,,,,
937660373860353 ,157.32.80.116, ,,,
937666962391041 ,49.34.76.243,,,,
937674861740033 ,103.242.98.232,,,,
937716932804609 ,188.71.227.92, ,,,
937829291491329 ,47.8.157.85,, ,,
937912051793921 ,49.34.66.98,, ,,
938205726212097 ,157.33.147.161,,,,
938223227109377 ,27.97.81.246,,,,
938226650480641 ,106.210.238.250 ,,,,
938300849946625 ,157.37.168.16, ,,,
938363543486465 ,103.216.215.182 ,,,,
938477331742721 ,37.39.158.133, ,,,
938499330965505 ,157.48.39.243, ,,,
938512035610625 ,47.11.191.63,,,,
938564675633153 ,157.37.191.88, ,,,
938582984392705 ,157.42.72.64,,,,
938586114457601 ,106.66.60.161, ,,,
938645816147970 ,47.11.142.130, ,,,
938652655419393 ,171.76.166.150,,,,
938663880949761 ,106.210.63.156,,,,
938708165689345 ,49.35.248.24,,,,
938736045621249 ,205.253.244.147 ,,,,
938781402988545 ,171.79.174.28, ,,,
938972828499969 ,157.41.251.111,,,,
938997182660609 ,157.44.252.163,,,,
939045961924609 ,157.36.168.14, ,,,
939277320912897 ,157.34.60.28,,,,
939349059108865 ,157.36.230.238,,,,
939398605897729 ,49.14.99.217,,,,
939444619083777 ,42.111.2.220,,,,
939458691792897 ,49.32.127.84,,,,
939466858037249 ,157.32.92.95,,,,
939569747165185 ,106.207.78.222,,,,
939576247123969 ,157.42.37.16,,,,
939589758353410 ,175.101.104.23,,,,
939652619436034 ,157.41.135.152,,,,
939702342320130 ,47.8.40.6,,, ,
939748360355842 ,205.253.166.133 ,,,,
939801140133890 ,157.41.135.241,,,,
939829749088258 ,49.14.70.130,,,,
939958439968770 ,47.8.225.153,,,,
940053078179841 ,49.34.143.36,,,,
940057535610881 ,49.35.200.195, ,,,
940172601819138 ,157.49.9.215,,,,
940199387987969 ,106.78.183.209,,,,
940243256246273 ,106.193.208.212 ,,,,
940278786916354 ,188.70.38.183, ,,,
940372401487874 ,106.202.96.4,,,,
940392252768258 ,49.34.164.246, ,,,
940401698701313 ,169.149.204.103 ,,,,
940476750004226 ,106.78.176.101,,,,
940521806200834 ,106.207.224.130 ,,,,
940573613948929 ,157.32.70.204, ,,,
940645573951489 ,27.57.214.171, ,,,
940666296139778 ,157.33.222.59, ,,,
940695352410114 ,49.14.69.117,,,,
940702350344193 ,27.61.141.129, ,,,
940750580776962 ,49.34.128.101, ,,,
940909927333889 ,157.32.29.126, ,,,
941023041650689 ,58.145.189.230,,,,
941068941295617 ,49.35.229.126, ,,,
941076104249346 ,49.34.11.207,,,,
941084045082625 ,47.8.149.37,, ,,
941148347138050 ,103.73.236.28, ,,,
941263837790210 ,106.207.101.27,,,,
941359966584834 ,157.44.178.195,,,,
941376622231553 ,171.76.242.182,,,,
941412756979713 ,47.247.4.152,,,,
941430132637698 ,157.39.185.59, ,,,
941436688039937 ,106.207.101.27,,,,
941595024818178 ,47.29.130.214, ,,,
941599882838018 ,106.76.150.30, ,,,
941698853896194 ,47.247.83.85,,,,
941809520050177 ,27.60.219.210, ,,,
941920923648002 ,42.110.150.173,,,,
941948974137345 ,157.41.205.30, ,,,
941981528686594 ,37.39.63.132,,,,
942076215230465 ,47.247.233.61, ,,,
942085576654850 ,157.34.57.141, ,,,
942124280610818 ,157.32.126.75, ,,,
942227470614529 ,157.42.16.62,,,,
942283523719169 ,103.216.55.14, ,,,
942335904219138 ,157.34.35.146, ,,,
942366027776002 ,157.37.59.184, ,,,
942429235150849 ,47.247.44.215, ,,,
942436832509954 ,1.187.4.81,,,,
942541978632194 ,47.8.246.161,,,,
942561956298754 ,223.230.134.158 ,,,,
942576227090433 ,94.128.140.114,,,,
942596811325442 ,106.192.191.98,,,,
942611222331393 ,157.39.145.32, ,,,
942814693949441 ,27.97.77.143,,,,
943046682673153 ,47.15.194.26,,,,
943053896908802 ,103.220.34.6,,,,
943067125219331 ,106.76.94.152, ,,,
943127414177795 ,109.161.131.183 ,,,,
943177317416963 ,47.11.193.139, ,,,
943232697794562 ,49.34.145.195, ,,,
943249935859714 ,157.42.77.10,,,,
943327357992962 ,42.108.62.143, ,,,
943330146418690 ,42.106.1.67,, ,,
943341255950338 ,157.33.167.1,,,,
943428088856578 ,106.77.25.106, ,,,
943586347581442 ,47.30.98.90,, ,,
943618759458818 ,49.34.173.206, ,,,
943719265959938 ,157.33.182.93, ,,,
943740015837186 ,106.209.252.6, ,,,
943808483590146 ,49.14.80.100,,,,
943813486936066 ,106.213.246.116 ,,,,
943855080996866 ,157.32.13.179, ,,,
943935970934786 ,139.167.87.67, ,,,
944166780436482 ,106.77.124.164,,,,
944204274794498 ,171.51.160.140,,,,
944307372654595 ,223.187.227.74,,,,
944356230397953 ,223.228.66.143,,,,
944376424824835 ,223.231.74.182,,,,
944399621849089 ,157.33.185.32, ,,,
944503907155971 ,157.32.14.185, ,,,
944523282513921 ,106.207.128.200 ,,,,
944560154574851 ,157.39.205.138,,,,
944627063521283 ,47.31.140.94,,,,
944627243876355 ,37.39.187.14,,,,
944636208611331 ,42.107.254.137,,,,
944729730187267 ,157.50.78.158, ,,,
944838634831875 ,157.49.173.98, ,,,
944933852545027 ,1.187.249.243, ,,,
945002692345859 ,106.79.233.143,,,,
945115933081603 ,1.187.254.9,, ,,
945236771831811 ,49.35.255.45,,,,
945268796555267 ,27.61.228.224, ,,,
945340885991427 ,223.228.107.204 ,,,,
945361794465795 ,49.34.68.182,,,,
945368218501123 ,49.15.164.22,,,,
945386648567810 ,49.35.252.8,, ,,
945398917070851 ,103.52.12.130, ,,,
945461644001283 ,106.192.80.128,,,,
945549251510275 ,49.34.146.108, ,,,
945552619274242 ,47.8.244.31,, ,,
945627828256770 ,49.34.77.221,,,,
945645211385859 ,157.38.245.99, ,,,
945869654917123 ,157.50.221.181,,,,
945876195246083 ,157.37.132.136,,,,
945931014406147 ,117.97.216.124,,,,
946027007246339 ,47.247.70.46,,,,
946165124071427 ,42.0.6.247,,,,
946187762139139 ,106.213.212.220 ,,,,
946223539847171 ,157.37.148.128,,,,
946307706191875 ,157.33.244.217,,,,
946363006386178 ,157.49.38.121, ,,,
946399679250434 ,106.206.41.63, ,,,
946415483420675 ,47.247.228.165,,,,
946480202711042 ,106.213.146.61,,,,
946522442825730 ,116.58.200.43, ,,,
946525916069890 ,47.29.29.209,,,,
946560835092483 ,106.204.34.122,,,,
946566716063746 ,27.56.218.145, ,,,
946627224403971 ,157.32.1.199,,,,
946673394483203 ,47.29.2.152,, ,,
946723382493187 ,157.37.152.95, ,,,
946840772771842 ,106.193.244.92,,,,
946933875998723 ,106.193.212.190 ,,,,
946952631910403 ,157.32.42.178, ,,,
946979206070274 ,157.37.213.99, ,,,
947050089971715 ,42.107.156.222,,,,
947085257048067 ,106.213.247.76,,,,
947150297923587 ,106.213.197.184 ,,,,
947171699916803 ,106.213.251.129 ,,,,
947208405188611 ,157.32.20.191, ,,,
947587504635905 ,114.134.26.140,,,,
947613036838913 ,49.35.245.229, ,,,
947615030444035 ,157.37.227.72, ,,,
947618958409729 ,27.57.195.253, ,,,
947664438657027 ,27.57.225.189, ,,,
947667821592577 ,106.79.222.118,,,,
947718327500803 ,49.34.94.67,, ,,
947841807384577 ,223.185.143.140 ,,,,
947909032509441 ,37.39.145.51,,,,
947912630697987 ,27.60.192.200, ,,,
947937901445122 ,157.49.122.209,,,,
947959764647939 ,27.97.33.23,, ,,
948043724881922 ,157.40.249.238,,,,
948063934611458 ,106.203.161.101 ,,,,
948112503701507 ,139.167.19.1,,,,
948252108357634 ,157.44.222.167,,,,
948257889288194 ,49.34.119.128, ,,,
948263312719875 ,106.203.110.248 ,,,,
948369235116034 ,49.33.72.249,,,,
948403116834819 ,49.35.111.79,,,,
948432808148994 ,223.231.97.127,,,,
948456380563458 ,49.34.101.175, ,,,
948485479235586 ,49.35.70.22,, ,,
948600441700354 ,49.34.163.75,,,,
948668126527489 ,205.253.170.215 ,,,,
948697591971841 ,157.39.239.180,,,,
948734331322371 ,49.32.95.108,,,,
948878275543043 ,157.33.138.124,,,,
948897727971330 ,1.187.92.191,,,,
948906620911619 ,42.106.10.231, ,,,
949020516777987 ,42.106.44.220, ,,,
949029232345090 ,223.228.131.126 ,,,,
949050750926850 ,157.37.253.0,,,,
949066746953730 ,157.44.234.27, ,,,
949093609635842 ,106.77.161.24, ,,,
949152304332803 ,157.36.130.90, ,,,
949169750507522 ,112.79.130.131,,,,
949221035769859 ,49.35.11.78,, ,,
949265290166275 ,42.106.12.20,,,,
949271780360195 ,49.35.33.122,,,,
949340455960578 ,42.111.25.247, ,,,
949428756807683 ,139.167.141.182 ,,,,
949500802498563 ,106.78.167.117,,,,
949534136500227 ,223.237.249.57,,,,
949591072112641 ,42.108.244.13, ,,,
949634216919041 ,157.48.81.71,,,,
949702811779073 ,157.37.225.151,,,,
949707150688257 ,42.108.229.19, ,,,
949789760028673 ,171.76.199.143,,,,
949874425790465 ,157.32.108.155,,,,
950003057786881 ,223.225.106.199 ,,,,
950011495809027 ,117.226.229.48,,,,
950030656634881 ,157.51.105.241,,,,
950043724414979 ,157.37.50.128, ,,,
950044280782849 ,157.34.13.83,,,,
950099515637761 ,49.14.88.170,,,,
950260612268033 ,157.42.7.183,,,,
950261718646785 ,47.29.58.74,, ,,
950265973276673 ,157.37.249.10, ,,,
950317677740033 ,42.110.148.238,,,,
950333570121729 ,42.108.200.132,,,,
950342531874818 ,47.15.213.211, ,,,
950377712975873 ,157.32.42.101, ,,,
950442381737985 ,103.242.97.217,,,,
950479823699969 ,106.67.18.11,,,,
950485287469057 ,157.34.121.234,,,,
950540126814209 ,47.11.83.124,,,,
950575025356801 ,42.111.21.6,, ,,
950598683590657 ,223.188.101.177 ,,,,
950634934108161 ,106.207.147.250 ,,,,
950764163170305 ,47.11.147.206, ,,,
950820235870210 ,139.167.162.79,,,,
950894513487873 ,47.8.73.77,,,,
950986570301442 ,49.126.253.83, ,,,
950998253240321 ,106.210.114.66,,,,
951036112568322 ,157.50.79.179, ,,,
951124477739009 ,157.33.144.59, ,,,
951142106398722 ,47.8.196.125,,,,
951200419053569 ,47.31.151.177, ,,,
951391714476034 ,139.167.190.113 ,,,,
951491014557698 ,42.107.238.34, ,,,
951589356732418 ,139.167.155.49,,,,
951621182291969 ,47.8.61.201,, ,,
951627892195330 ,157.41.180.136,,,,
951662610317314 ,157.34.13.222, ,,,
951812399890434 ,157.37.141.233,,,,
951930726973443 ,42.108.63.53,,,,
951932252913666 ,157.42.30.118, ,,,
951953151197187 ,42.107.158.89, ,,,
952064966262786 ,223.182.178.31,,,,
952203997347843 ,47.29.251.92,,,,
952325379817474 ,157.41.169.43, ,,,
952337106960387 ,106.78.225.94, ,,,
952405914615811 ,47.15.23.101,,,,
952451069837314 ,110.54.214.225,,,,
952580997185538 ,106.79.136.79, ,,,
952622262353922 ,157.39.217.130,,,,
952683091427330 ,106.76.90.139, ,,,
952705309245442 ,106.210.137.20,,,,
952831520636930 ,47.29.175.71,,,,
952858723221507 ,157.40.224.98, ,,,
952886791503875 ,188.71.222.17, ,,,
952906684923907 ,106.213.224.173 ,,,,
952973682442243 ,42.106.238.103,,,,
953120153731075 ,106.76.227.0,,,,
953213373579267 ,37.111.5.222,,,,
953346517106691 ,27.56.95.202,,,,
953443234480131 ,157.34.14.43,,,,
953561610518531 ,27.61.231.178, ,,,
953790905548803 ,157.48.208.13, ,,,
953798269239299 ,223.228.39.112,,,,
953823699042307 ,223.184.16.214,,,,
953906341871619 ,157.50.10.37,,,,
953934848622595 ,157.48.220.124,,,,
953939969638403 ,47.247.221.28, ,,,
953957746147331 ,157.37.244.134,,,,
954037917286403 ,42.111.4.253,,,,
954075450081283 ,157.39.221.97, ,,,
954090178314241 ,157.49.84.234, ,,,
954152105574403 ,47.29.45.42,, ,,
954177282768897 ,47.8.160.151,,,,
954246353256451 ,49.34.39.218,,,,
954429054386179 ,47.29.81.151,,,,
954460103081987 ,157.48.1.50,, ,,
954530521907203 ,106.77.138.181,,,,
954601379233794 ,109.161.170.71,,,,
954771840139266 ,103.85.106.48, ,,,
954787687530498 ,42.106.198.97, ,,,
954828757991427 ,1.187.241.163, ,,,
954964618575874 ,42.106.42.95,,,,
954979600629763 ,47.9.84.73,,,,
954982920978435 ,223.181.48.248,,,,
955003239104514 ,42.109.145.30, ,,,
955085865025539 ,157.36.222.209,,,,
955224359665667 ,223.186.135.238 ,,,,
955228299984899 ,47.247.217.246,,,,
955247742255106 ,157.32.30.42,,,,
955358097178626 ,157.35.238.92, ,,,
955385020874755 ,106.67.67.169, ,,,
955493004443651 ,157.37.249.161,,,,
955517395730435 ,139.167.199.89,,,,
955549829726210 ,196.195.253.153 ,,,,
955570875072513 ,106.77.134.26, ,,,
955598572486657 ,45.121.230.208,,,,
955635469254657 ,49.34.146.10,,,,
955744722354179 ,103.49.206.201,,,,
955893693808641 ,157.39.231.209,,,,
955969342406659 ,223.180.136.160 ,,,,
956000041566211 ,157.44.165.67, ,,,
956055981621250 ,157.48.194.49, ,,,
956162557837315 ,139.167.140.151 ,,,,
956162814476290 ,106.79.161.17, ,,,
956247929978882 ,49.14.88.189,,,,
956391064207363 ,157.33.250.166,,,,
956400229089283 ,42.108.206.19, ,,,
956554669588483 ,49.34.130.76,,,,
956576366592003 ,47.247.16.124, ,,,
956612421124098 ,42.108.248.56, ,,,
956621651673091 ,47.11.100.90,,,,
956749939638275 ,223.231.73.82, ,,,
956841290334211 ,106.193.204.167 ,,,,
956874363928578 ,157.32.23.15,,,,
956943870590978 ,47.8.151.22,, ,,
956964194910210 ,47.8.118.125,,,,
957139293929475 ,106.202.133.41,,,,
957151634685955 ,27.97.78.137,,,,
957232314875907 ,157.49.123.104,,,,
957285965987843 ,49.203.248.10, ,,,
957287098023939 ,157.39.195.211,,,,
957292492521475 ,223.179.214.65,,,,
957320169029633 ,47.11.185.134, ,,,
957329458462721 ,49.34.115.229, ,,,
957351544324097 ,47.11.168.20,,,,
957368771248129 ,188.71.255.188,,,,
957429432025089 ,47.8.228.135,,,,
957457043259393 ,169.149.7.250, ,,,
957463462412291 ,1.39.144.149,,,,
957472820854785 ,49.33.55.139,,,,
957620907835393 ,171.77.161.190,,,,
957643989745665 ,157.41.241.29, ,,,
957667965042689 ,37.111.0.15,, ,,
957854125228033 ,223.187.228.123 ,,,,
957871369551873 ,157.34.8.153,,,,
957895974289409 ,47.29.216.209, ,,,
957964696911873 ,157.37.142.180,,,,
957995110465539 ,223.237.223.124 ,,,,
958001105240065 ,49.35.73.80,, ,,
958024858599425 ,47.247.9.229,,,,
958050403713025 ,106.209.236.138 ,,,,
958063812214785 ,223.233.54.5,,,,
958130428018690 ,103.73.224.178,,,,
958141060317186 ,157.49.87.105, ,,,
958202730414082 ,42.106.9.220,,,,
958360082939907 ,1.187.170.104, ,,,
958441540583427 ,157.49.11.11,,,,
958528844595203 ,42.106.14.205, ,,,
958624524566530 ,117.195.91.6,,,,
958660302143491 ,223.189.62.136,,,,
958690509717506 ,157.48.67.86,,,,
958741115797506 ,106.206.105.114 ,,,,
958871355719682 ,27.61.134.115, ,,,
959047729446914 ,157.32.77.114, ,,,
959050268999683 ,27.97.46.241,,,,
959055171682306 ,103.225.132.131 ,,,,
959210048454659 ,47.247.43.83,,,,
959252565590018 ,119.30.38.144, ,,,
959400582348802 ,139.167.92.186,,,,
959501479215107 ,106.79.130.89, ,,,
959592445640706 ,157.41.178.160,,,,
959627145412610 ,157.33.248.61, ,,,
959690905518082 ,42.108.211.183,,,,
959983781707778 ,157.40.201.37, ,,,
959994802077699 ,157.36.250.127,,,,
960007658668034 ,42.106.44.238, ,,,
960094086561794 ,47.11.170.20,,,,
960193924366339 ,106.192.150.6, ,,,
960266352459778 ,223.179.215.86,,,,
960352203931651 ,223.184.198.42,,,,
960411654946818 ,103.41.26.60,,,,
960456165523458 ,157.48.58.43,,,,
960510463082499 ,106.204.74.240,,,,
960522693443586 ,157.49.60.197, ,,,
960545337147395 ,157.34.20.142, ,,,
960623440297986 ,139.167.136.51,,,,
960847499952131 ,157.37.45.156, ,,,
960860953378818 ,43.250.158.32, ,,,
961097832235010 ,157.34.62.181, ,,,
961108037435395 ,157.49.52.159, ,,,
961200246030337 ,223.179.244.199 ,,,,
961213908189187 ,139.167.136.51,,,,
961293684146177 ,117.217.89.202,,,,
961309919117315 ,27.59.51.94,, ,,
961441255129091 ,157.36.225.179,,,,
961467471101955 ,49.35.58.115,,,,
961498767425538 ,49.32.79.202,,,,
961548665585665 ,157.48.45.238, ,,,
961552738516994 ,49.33.21.194,,,,
961623106682881 ,157.48.18.165, ,,,
961672703639554 ,113.21.229.22, ,,,
961732237590531 ,47.29.130.50,,,,
961737430532099 ,106.78.176.218,,,,
961882920517635 ,42.106.4.78,, ,,
961986677309443 ,157.37.233.100,,,,
962010513604611 ,157.36.129.104,,,,
962050508685315 ,106.207.141.93,,,,
962066393333763 ,47.29.133.97,,,,
962194612060163 ,47.8.255.130,,,,
962306780889091 ,103.67.159.147,,,,
962428985606147 ,49.34.160.49,,,,
962447391326210 ,157.50.243.225,,,,
962457774587907 ,157.44.247.219,,,,
962508308250626 ,157.34.22.33,,,,
962523991965699 ,47.29.117.23,,,,
962567992836099 ,49.34.142.237, ,,,
962673183784963 ,106.77.8.165,,,,
962778886307842 ,223.237.132.215 ,,,,
962828497059842 ,42.0.6.249,,,,
962848781893635 ,223.231.74.24, ,,,
963001988022274 ,157.33.159.187,,,,
963107858972674 ,106.210.136.125 ,,,,
963128795594755 ,223.231.76.190,,,,
963162941194243 ,27.56.203.161, ,,,
963169149026307 ,157.51.76.211, ,,,
963255960403971 ,106.207.162.135 ,,,,
963394971860994 ,47.247.53.192, ,,,
963467840749571 ,49.15.187.227, ,,,
963469811810307 ,103.67.159.147,,,,
963609319145475 ,106.202.92.150,,,,
963663286665218 ,27.60.206.80,,,,
963699555074050 ,49.35.106.38,,,,
963769703596035 ,157.48.225.139,,,,
963882065756162 ,157.41.184.101,,,,
964037704417283 ,27.56.234.104, ,,,
964067121987587 ,49.33.104.129, ,,,
964306359615491 ,49.34.65.12,, ,,
964320717144067 ,42.106.44.235, ,,,
964549811339266 ,223.237.173.212 ,,,,
964704962248706 ,223.237.181.215 ,,,,
964712491810819 ,157.42.83.191, ,,,
964886787096578 ,223.228.113.196 ,,,,
964919707926531 ,47.29.51.90,, ,,
965052844769283 ,223.186.216.248 ,,,,
965097215197186 ,106.77.33.239, ,,,
965334735618051 ,47.29.134.182, ,,,
965351355842562 ,94.185.13.0,, ,,
965352407826434 ,157.39.229.117,,,,
965358747222018 ,47.9.145.130,,,,
965406998790146 ,157.42.20.15,,,,
965521660706819 ,106.213.145.79,,,,
965896795455491 ,157.37.186.45, ,,,
965999050457091 ,106.206.36.46, ,,,
966046089773057 ,223.184.102.206 ,,,,
966134945021955 ,106.77.17.71,,,,
966144389611521 ,171.79.156.164,,,,
966165959835651 ,49.14.66.42,, ,,
966251437096961 ,188.70.32.132, ,,,
966273376747523 ,49.15.183.158, ,,,
966282316382211 ,112.79.128.26, ,,,
966320991207427 ,157.37.180.102,,,,
966335833473027 ,27.97.45.200,,,,
966346598416385 ,103.52.12.168, ,,,
966355037683715 ,157.36.244.138,,,,
966479573516291 ,157.51.120.85, ,,,
966523251294211 ,112.79.140.93, ,,,
966614899752963 ,106.78.226.135,,,,
966662898122755 ,106.79.229.132,,,,
966741270822915 ,223.179.198.116 ,,,,
966859853627395 ,106.203.1.106, ,,,
966975237750787 ,106.79.144.81, ,,,
967025268981763 ,49.34.95.76,, ,,
967028536573955 ,157.39.128.67, ,,,
967051497734147 ,49.35.124.185, ,,,
967089066508291 ,106.213.233.173 ,,,,
967153118183427 ,157.34.37.103, ,,,
967319693656067 ,42.108.2.4,,,,
967340254298115 ,157.33.234.97, ,,,
967402637623299 ,42.108.49.189, ,,,
967418730053635 ,47.247.247.157,,,,
967710152884227 ,49.35.1.193,, ,,
967762434326531 ,42.106.206.206,,,,
967798317613059 ,37.231.218.225,,,,
967815556923395 ,157.33.160.30, ,,,
967865933692931 ,49.35.38.100,,,,
967937084588035 ,47.247.254.206,,,,
968018390810627 ,27.56.58.175,,,,
968036520460291 ,62.209.9.181,,,,
968052802093059 ,169.149.246.104 ,,,,
968071135035395 ,49.35.14.180,,,,
968126437949443 ,139.167.49.20, ,,,
968143780970499 ,49.34.48.114,,,,
968187024539649 ,157.48.1.139,,,,
968313743736835 ,47.11.250.24,,,,
968489948708867 ,106.210.129.134 ,,,,
968515128721411 ,42.106.42.143, ,,,
968558934458370 ,49.34.129.190, ,,,
968570505101315 ,106.207.63.115,,,,
968591785164803 ,106.202.10.166,,,,
968683934384131 ,47.30.54.148,,,,
968684262326274 ,47.29.49.111,,,,
968723468484611 ,106.223.112.12,,,,
968753078796291 ,47.8.175.187,,,,
968795815084034 ,47.11.183.167, ,,,
968853487091715 ,157.39.161.100,,,,
968931792191490 ,223.227.37.3,,,,
969037064110083 ,27.59.221.43,,,,
969060713463811 ,47.11.57.98,, ,,
969073630183426 ,49.35.114.133, ,,,
969132278906882 ,47.8.25.215,, ,,
969212726542339 ,139.167.73.192,,,,
969507816275971 ,49.34.113.63,,,,
969512862285827 ,157.32.64.251, ,,,
969520261136387 ,139.167.243.142 ,,,,
969598073307138 ,47.11.162.170, ,,,
969609153871875 ,47.11.205.30,,,,
969647303294978 ,157.37.198.197,,,,
969697550073859 ,106.213.254.126 ,,,,
969703563558915 ,188.71.214.210,,,,
969732539121667 ,157.49.216.91, ,,,
969755848048643 ,47.11.82.122,,,,
969844809334787 ,49.35.196.59,,,,
969862333202435 ,106.204.165.25,,,,
969946328989699 ,42.106.17.104, ,,,
969988752015363 ,47.9.171.196,,,,
970020089888771 ,188.236.137.44,,,,
970050200305667 ,49.34.88.99,, ,,
970088543813635 ,106.76.68.197, ,,,
970150397280257 ,47.29.14.177,,,,
970159280586755 ,1.187.245.158, ,,,
970235527495681 ,27.60.215.133, ,,,
970285264076801 ,106.192.148.221 ,,,,
970295981768707 ,103.48.108.13, ,,,
970336976371714 ,106.204.0.134, ,,,
970527942115330 ,157.39.246.100,,,,
970649464143874 ,49.35.229.182, ,,,
971034886438914 ,47.29.160.23,,,,
971108574461955 ,139.167.173.142 ,,,,
971158492151811 ,106.213.205.88,,,,
971250215256067 ,157.33.168.138,,,,
971255292035075 ,106.192.213.143 ,,,,
971264030638082 ,1.39.173.109,,,,
971348159954947 ,47.8.61.94,,,,
971442769920002 ,157.37.249.208,,,,
971495805648899 ,157.37.170.239,,,,
971519874760706 ,157.37.254.57, ,,,
971534964981762 ,47.29.181.165, ,,,
971691710349315 ,139.167.201.163 ,,,,
971845782962178 ,47.29.98.10,, ,,
971962265763842 ,223.188.93.95, ,,,
971978482024450 ,45.127.236.21, ,,,
971999893094403 ,42.106.33.6,, ,,
972019742441474 ,49.34.105.33,,,,
972042567057410 ,47.247.77.44,,,,
972055720263682 ,89.148.63.22,,,,
972120692686851 ,42.110.152.26, ,,,
972149765111811 ,49.35.26.31,, ,,
972189333749761 ,106.79.223.173,,,,
972203202904066 ,106.76.242.94, ,,,
972210205229057 ,47.15.186.229, ,,,
972241209982978 ,106.67.20.209, ,,,
972250496729089 ,157.33.161.198,,,,
972319992152066 ,223.184.153.125 ,,,,
972323284353027 ,106.77.132.62, ,,,
972326948896770 ,47.247.192.14, ,,,
972335943090179 ,49.34.93.100,,,,
972371000098819 ,106.204.125.171 ,,,,
972379190755330 ,49.35.53.221,,,,
972453766332419 ,157.32.40.123, ,,,
972626755911683 ,27.63.212.47,,,,
972739118497795 ,106.77.27.100, ,,,
972740556095491 ,157.42.20.127, ,,,
972743691239425 ,157.37.236.5,,,,
972921539952643 ,49.35.12.62,, ,,
972968524906499 ,106.76.67.254, ,,,
973023441780737 ,27.57.194.253, ,,,
973068664799233 ,157.32.95.238, ,,,
973140450115587 ,112.79.158.83, ,,,
973215655395329 ,157.32.27.149, ,,,
973295736946691 ,157.49.62.134, ,,,
973301761769475 ,47.8.86.24,,,,
973314026995715 ,223.225.67.223,,,,
973329795710979 ,117.226.232.7, ,,,
973360421568515 ,49.35.80.32,, ,,
973433488932867 ,106.192.34.24, ,,,
973494934306819 ,157.42.94.139, ,,,
973538998452227 ,223.228.177.222 ,,,,
973581716914179 ,106.207.35.37, ,,,
973604192190467 ,106.67.130.204,,,,
973639366770691 ,49.34.68.105,,,,
973641813426179 ,1.187.244.186, ,,,
973760461897731 ,49.34.101.32,,,,
973815387455491 ,81.22.28.22,, ,,
973992745304067 ,47.15.172.199, ,,,
974048691650563 ,103.53.113.85, ,,,
974080157253635 ,106.79.232.14, ,,,
974197736046595 ,49.34.93.113,,,,
974217181429763 ,47.30.107.255, ,,,
974278692110337 ,106.203.131.120 ,,,,
974377946349569 ,157.35.248.89, ,,,
974389489139715 ,157.49.75.223, ,,,
974502370672643 ,157.34.55.123, ,,,
974535812644867 ,157.47.36.197, ,,,
974579959463937 ,106.204.201.255 ,,,,
974582550953985 ,157.48.116.121,,,,
974600411676673 ,171.79.171.218,,,,
974638764130305 ,157.39.192.16, ,,,
974864618848257 ,42.111.7.20,, ,,
974867495288833 ,49.35.241.219, ,,,
974946005254145 ,49.34.109.239, ,,,
975078884900867 ,157.38.204.102,,,,
975108532011011 ,157.34.40.112, ,,,
975134883971073 ,106.207.234.118 ,,,,
975147938349057 ,42.106.12.233, ,,,
975158320234497 ,157.35.250.127,,,,
975189018116097 ,27.56.240.191, ,,,
975208158789635 ,27.61.166.15,,,,
975241921134593 ,106.77.56.232, ,,,
975294466031617 ,1.187.249.250, ,,,
975365458984961 ,157.51.108.116,,,,
975373177094145 ,223.228.184.147 ,,,,
975407157936131 ,42.107.254.43, ,,,
975428615503875 ,106.207.164.222 ,,,,
975463747780609 ,139.167.4.206, ,,,
975470878785539 ,47.8.186.49,, ,,
975549781082115 ,157.48.51.231, ,,,
975694582710275 ,157.37.243.46, ,,,
975830284173313 ,47.11.66.216,,,,
975923221135361 ,157.36.205.45, ,,,
976002498756609 ,106.77.23.188, ,,,
976035364175873 ,106.204.57.158,,,,
976052658733059 ,1.187.84.75,, ,,
976112015212547 ,110.44.127.196,,,,
976177481285635 ,47.15.158.53,,,,
976178036670465 ,139.167.108.8, ,,,
976178400526339 ,157.48.23.2,, ,,
976277379514369 ,157.32.99.186, ,,,
976341044985857 ,106.202.70.188,,,,
976366099660801 ,47.31.162.143, ,,,
976403878084609 ,169.149.237.77,,,,
976465472225281 ,106.207.29.66, ,,,
976511034851329 ,46.56.197.225, ,,,
976665745457153 ,157.37.188.148,,,,
976777092235265 ,106.192.104.42,,,,
